Latitude (decimal degrees):	42.469
Longitude (decimal degrees):	12.739
Elevation (m):	943
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230629:1510,181.48,242.36,37.59,24.35,1.66,0.0
20230629:1610,46.18,73.73,26.56,23.25,1.66,0.0
20230629:1710,13.35,29.44,15.78,22.71,1.52,0.0
20230629:1810,10.52,25.11,5.52,21.92,1.1,0.0
20230629:1910,0.0,0.0,0.0,20.7,0.97,0.0
20230629:2010,0.0,0.0,0.0,19.69,0.76,0.0
20230629:2110,0.0,0.0,0.0,19.02,0.76,0.0
20230629:2210,0.0,0.0,0.0,18.49,0.83,0.0
20230629:2310,0.0,0.0,0.0,18.63,0.69,0.0
20230630:0010,0.0,0.0,0.0,18.03,0.76,0.0
20230630:0110,0.0,0.0,0.0,17.57,0.83,0.0
20230630:0210,0.0,0.0,0.0,17.05,0.9,0.0
20230630:0310,0.0,0.0,0.0,16.4,0.97,0.0
20230630:0410,8.6,21.64,4.84,15.96,1.03,0.0
20230630:0510,93.47,145.84,15.05,17.2,0.69,0.0
20230630:0610,267.73,352.7,25.81,19.93,0.48,0.0
20230630:0710,409.25,524.76,36.83,21.33,0.97,0.0
20230630:0810,546.59,707.2,47.81,22.5,1.52,0.0
20230630:0910,577.08,751.67,58.2,23.11,1.79,0.0
20230630:1010,716.14,949.12,66.8,23.92,2.21,0.0
20230630:1110,0.0,0.0,0.0,24.48,2.48,0.0
20230630:1210,386.0,497.87,67.27,23.84,2.21,0.0
20230630:1310,98.66,138.25,58.87,22.16,2.28,0.0
20230630:1410,308.18,394.21,48.55,21.02,1.72,0.0
20230630:1510,277.84,363.51,37.6,21.45,2.14,0.0
20230630:1610,124.54,170.89,26.56,21.19,2.62,0.0
20230630:1710,61.99,92.64,15.78,20.59,2.14,0.0
20230630:1810,10.65,25.11,5.52,19.92,1.79,0.0
20230630:1910,0.0,0.0,0.0,17.7,1.1,0.0
20230630:2010,0.0,0.0,0.0,17.2,0.76,0.0
20230630:2110,0.0,0.0,0.0,16.9,0.83,0.0
20230630:2210,0.0,0.0,0.0,16.51,0.83,0.0
20230630:2310,0.0,0.0,0.0,16.43,1.1,0.0
20230701:0010,0.0,0.0,0.0,15.88,1.52,0.0
20230701:0110,0.0,0.0,0.0,15.77,1.72,0.0
20230701:0210,0.0,0.0,0.0,15.71,1.79,0.0
20230701:0310,0.0,0.0,0.0,15.49,1.59,0.0
20230701:0410,4.87,15.58,4.76,15.34,1.45,0.0
20230701:0510,81.91,121.03,14.97,15.53,1.72,0.0
20230701:0610,43.42,68.2,25.73,16.17,1.72,0.0
20230701:0710,179.39,231.06,36.76,16.82,1.52,0.0
20230701:0810,179.13,231.79,47.73,17.63,1.52,0.0
20230701:0910,470.99,593.14,58.13,18.35,1.86,0.0
20230701:1010,59.02,88.48,66.72,19.28,2.07,0.0
20230701:1110,485.46,616.63,70.64,19.49,1.93,0.0
20230701:1210,395.88,501.96,67.23,19.51,1.72,0.0
20230701:1310,533.66,681.11,58.86,19.94,1.72,0.0
20230701:1410,220.9,283.73,48.55,18.86,1.45,0.0
20230701:1510,110.7,151.15,37.59,18.83,1.03,0.0
20230701:1610,68.05,99.54,26.56,18.89,1.17,0.0
20230701:1710,66.3,96.97,15.77,17.7,0.9,0.0
20230701:1810,0.45,6.93,5.51,17.09,0.41,0.0
20230701:1910,0.0,0.0,0.0,17.91,0.62,0.0
20230701:2010,0.0,0.0,0.0,17.42,0.41,0.0
20230701:2110,0.0,0.0,0.0,17.02,0.48,0.0
20230701:2210,0.0,0.0,0.0,16.2,0.69,0.0
20230701:2310,0.0,0.0,0.0,15.88,0.69,0.0
20230702:0010,0.0,0.0,0.0,15.37,0.76,0.0
20230702:0110,0.0,0.0,0.0,14.36,0.83,0.0
20230702:0210,0.0,0.0,0.0,14.08,0.83,0.0
20230702:0310,0.0,0.0,0.0,13.67,0.97,0.0
20230702:0410,6.51,18.18,4.68,13.43,1.03,0.0
20230702:0510,84.93,126.42,14.9,14.93,0.69,0.0
20230702:0610,227.72,295.97,25.66,17.21,0.34,0.0
20230702:0710,336.23,428.91,36.68,18.92,0.28,0.0
20230702:0810,489.11,631.8,47.66,20.37,0.55,0.0
20230702:0910,551.13,722.17,58.05,21.9,0.83,0.0
20230702:1010,528.12,693.92,66.64,22.94,0.97,0.0
20230702:1110,544.17,717.21,70.57,23.44,1.1,0.0
20230702:1210,591.78,781.31,67.19,23.79,1.38,0.0
20230702:1310,545.36,712.85,58.84,23.91,1.52,0.0
20230702:1410,446.88,579.42,48.54,23.95,1.66,0.0
20230702:1510,292.65,392.41,37.59,23.34,1.52,0.0
20230702:1610,107.36,182.87,26.55,23.01,1.45,0.0
20230702:1710,42.85,69.26,15.76,22.45,1.45,0.0
20230702:1810,12.86,28.57,5.49,21.48,1.17,0.0
20230702:1910,0.0,0.0,0.0,20.27,1.1,0.0
20230702:2010,0.0,0.0,0.0,19.1,0.83,0.0
20230702:2110,0.0,0.0,0.0,18.28,0.76,0.0
20230702:2210,0.0,0.0,0.0,17.83,0.83,0.0
20230702:2310,0.0,0.0,0.0,17.53,0.83,0.0
20230703:0010,0.0,0.0,0.0,17.41,0.76,0.0
20230703:0110,0.0,0.0,0.0,17.37,0.69,0.0
20230703:0210,0.0,0.0,0.0,17.15,0.76,0.0
20230703:0310,0.0,0.0,0.0,16.01,0.97,0.0
20230703:0410,2.47,11.26,4.6,15.35,1.03,0.0
20230703:0510,93.88,151.05,14.81,16.75,0.69,0.0
20230703:0610,279.42,366.42,25.58,18.91,0.69,0.0
20230703:0710,464.78,592.43,36.6,20.04,1.17,0.0
20230703:0810,536.49,691.61,47.58,21.18,1.24,0.0
20230703:0910,517.13,668.23,57.96,22.49,1.72,0.0
20230703:1010,697.1,921.52,66.55,23.41,2.07,0.0
20230703:1110,602.7,786.28,70.49,23.84,2.41,0.0
20230703:1210,544.06,704.89,67.14,24.03,2.55,0.0
20230703:1310,534.86,688.64,58.82,23.35,2.48,0.0
20230703:1410,463.07,594.1,48.52,23.26,2.41,0.0
20230703:1510,295.79,392.74,37.58,22.78,2.34,0.0
20230703:1610,108.64,183.92,26.54,22.26,2.21,0.0
20230703:1710,51.23,79.65,15.74,21.74,2.0,0.0
20230703:1810,12.33,27.71,5.47,20.73,1.52,0.0
20230703:1910,0.0,0.0,0.0,19.72,1.1,0.0
20230703:2010,0.0,0.0,0.0,18.86,0.76,0.0
20230703:2110,0.0,0.0,0.0,18.15,0.69,0.0
20230703:2210,0.0,0.0,0.0,17.33,0.83,0.0
20230703:2310,0.0,0.0,0.0,16.86,0.9,0.0
20230704:0010,0.0,0.0,0.0,17.12,0.62,0.0
20230704:0110,0.0,0.0,0.0,17.21,0.55,0.0
20230704:0210,0.0,0.0,0.0,17.23,0.48,0.0
20230704:0310,0.0,0.0,0.0,16.75,0.55,0.0
20230704:0410,9.11,22.51,4.51,16.8,0.48,0.0
20230704:0510,93.11,150.45,14.73,17.25,0.41,0.0
20230704:0610,261.08,342.13,25.49,18.65,0.34,0.0
20230704:0710,369.77,472.0,36.52,19.8,0.62,0.0
20230704:0810,566.57,740.96,47.49,21.22,0.62,0.0
20230704:0910,648.22,864.21,57.88,22.4,0.83,0.0
20230704:1010,605.04,804.3,66.46,23.33,1.03,0.0
20230704:1110,565.51,747.13,70.41,24.19,1.38,0.0
20230704:1210,564.8,746.56,67.09,24.31,1.31,0.0
20230704:1310,582.66,769.84,58.79,24.5,1.24,0.0
20230704:1410,461.78,604.46,48.5,24.59,1.17,0.0
20230704:1510,294.35,396.1,37.56,24.19,1.38,0.0
20230704:1610,97.4,138.13,26.52,23.51,1.38,0.0
20230704:1710,39.41,64.93,15.72,22.79,1.31,0.0
20230704:1810,12.24,27.71,5.44,21.89,1.03,0.0
20230704:1910,0.0,0.0,0.0,19.93,0.14,0.0
20230704:2010,0.0,0.0,0.0,19.17,0.28,0.0
20230704:2110,0.0,0.0,0.0,18.53,0.55,0.0
20230704:2210,0.0,0.0,0.0,17.89,0.69,0.0
20230704:2310,0.0,0.0,0.0,17.2,0.83,0.0
20230705:0010,0.0,0.0,0.0,16.5,0.9,0.0
20230705:0110,0.0,0.0,0.0,15.77,0.97,0.0
20230705:0210,0.0,0.0,0.0,15.28,1.03,0.0
20230705:0310,0.0,0.0,0.0,14.9,1.03,0.0
20230705:0410,8.1,20.78,4.42,14.65,1.1,0.0
20230705:0510,94.59,153.22,14.64,15.66,0.76,0.0
20230705:0610,288.32,378.16,25.41,18.26,0.41,0.0
20230705:0710,0.0,0.0,0.0,20.22,0.76,0.0
20230705:0810,603.53,791.28,47.4,21.73,0.9,0.0
20230705:0910,695.05,932.73,57.78,22.98,1.03,0.0
20230705:1010,724.63,981.84,66.36,24.06,1.24,0.0
20230705:1110,744.41,1007.96,70.32,24.93,1.66,0.0
20230705:1210,633.01,841.53,67.03,25.53,1.86,0.0
20230705:1310,578.49,761.34,58.75,25.74,1.93,0.0
20230705:1410,464.87,606.04,48.48,25.62,2.0,0.0
20230705:1510,286.3,383.08,37.54,25.48,2.07,0.0
20230705:1610,140.2,197.29,26.5,24.9,2.0,0.0
20230705:1710,43.18,70.13,15.69,24.03,1.52,0.0
20230705:1810,12.18,27.71,5.4,22.81,0.9,0.0
20230705:1910,0.0,0.0,0.0,21.53,0.55,0.0
20230705:2010,0.0,0.0,0.0,20.88,0.48,0.0
20230705:2110,0.0,0.0,0.0,20.08,0.62,0.0
20230705:2210,0.0,0.0,0.0,19.38,0.76,0.0
20230705:2310,0.0,0.0,0.0,18.8,0.83,0.0
20230706:0010,0.0,0.0,0.0,18.33,0.9,0.0
20230706:0110,0.0,0.0,0.0,17.7,0.97,0.0
20230706:0210,0.0,0.0,0.0,17.45,1.03,0.0
20230706:0310,0.0,0.0,0.0,17.09,1.1,0.0
20230706:0410,8.56,21.64,4.32,16.69,1.1,0.0
20230706:0510,92.78,152.27,14.55,17.3,0.97,0.0
20230706:0610,279.71,369.96,25.32,19.86,0.34,0.0
20230706:0710,456.1,593.73,36.35,21.91,0.34,0.0
20230706:0810,587.57,785.68,47.31,23.33,0.28,0.0
20230706:0910,661.78,901.37,57.69,24.6,0.55,0.0
20230706:1010,734.12,1003.6,66.26,25.62,1.31,0.0
20230706:1110,743.99,1007.95,70.22,26.09,1.93,0.0
20230706:1210,701.27,939.86,66.96,26.25,2.07,0.0
20230706:1310,586.05,771.65,58.71,26.17,2.07,0.0
20230706:1410,477.46,624.24,48.45,25.83,1.86,0.0
20230706:1510,301.48,407.83,37.51,25.51,2.07,0.0
20230706:1610,106.1,184.75,26.47,24.8,1.93,0.0
20230706:1710,43.2,70.13,15.66,23.88,1.31,0.0
20230706:1810,12.17,27.71,5.37,22.9,0.97,0.0
20230706:1910,0.0,0.0,0.0,21.24,0.83,0.0
20230706:2010,0.0,0.0,0.0,21.01,0.55,0.0
20230706:2110,0.0,0.0,0.0,20.6,0.41,0.0
20230706:2210,0.0,0.0,0.0,20.11,0.55,0.0
20230706:2310,0.0,0.0,0.0,19.35,0.76,0.0
20230707:0010,0.0,0.0,0.0,18.84,0.83,0.0
20230707:0110,0.0,0.0,0.0,18.2,0.9,0.0
20230707:0210,0.0,0.0,0.0,18.38,0.9,0.0
20230707:0310,0.0,0.0,0.0,17.42,1.1,0.0
20230707:0410,6.92,19.05,4.22,16.49,1.24,0.0
20230707:0510,89.71,140.86,14.45,16.61,1.17,0.0
20230707:0610,276.04,363.76,25.22,20.02,0.83,0.0
20230707:0710,457.61,593.57,36.25,22.04,0.62,0.0
20230707:0810,600.65,799.05,47.22,23.71,0.69,0.0
20230707:0910,685.07,928.35,57.59,25.32,1.1,0.0
20230707:1010,735.63,1010.15,66.15,26.6,1.38,0.0
20230707:1110,729.38,1004.0,70.12,27.47,1.45,0.0
20230707:1210,687.54,940.98,66.89,27.94,1.38,0.0
20230707:1310,608.96,819.93,58.66,28.33,1.52,0.0
20230707:1410,479.56,638.18,48.41,28.41,1.52,0.0
20230707:1510,296.09,407.43,37.48,28.2,1.45,0.0
20230707:1610,139.12,205.44,26.44,27.66,1.24,0.0
20230707:1710,55.92,87.44,15.62,26.68,0.97,0.0
20230707:1810,11.42,26.84,5.32,25.5,0.55,0.0
20230707:1910,0.0,0.0,0.0,24.69,0.41,0.0
20230707:2010,0.0,0.0,0.0,23.7,0.55,0.0
20230707:2110,0.0,0.0,0.0,22.0,0.83,0.0
20230707:2210,0.0,0.0,0.0,19.74,1.17,0.0
20230707:2310,0.0,0.0,0.0,18.68,1.24,0.0
20230708:0010,0.0,0.0,0.0,18.09,1.1,0.0
20230708:0110,0.0,0.0,0.0,17.49,1.45,0.0
20230708:0210,0.0,0.0,0.0,17.09,1.52,0.0
20230708:0310,0.0,0.0,0.0,16.73,1.45,0.0
20230708:0410,4.33,14.72,4.12,16.58,1.52,0.0
20230708:0510,88.28,140.4,14.35,17.64,1.31,0.0
20230708:0610,112.65,154.81,25.13,20.39,1.03,0.0
20230708:0710,446.87,579.27,36.16,22.55,0.76,0.0
20230708:0810,440.6,578.49,47.12,24.43,0.55,0.0
20230708:0910,664.7,907.37,57.48,25.6,0.69,0.0
20230708:1010,717.88,988.72,66.04,27.22,1.24,0.0
20230708:1110,718.96,993.77,70.01,28.03,1.31,0.0
20230708:1210,676.15,927.58,66.81,28.76,1.38,0.0
20230708:1310,582.21,788.3,58.61,29.19,1.24,0.0
20230708:1410,457.78,613.66,48.37,29.36,1.17,0.0
20230708:1510,289.52,399.88,37.44,29.32,1.52,0.0
20230708:1610,120.38,194.83,26.4,28.66,1.86,0.0
20230708:1710,52.42,83.12,15.58,27.38,1.59,0.0
20230708:1810,11.98,27.71,5.27,25.79,1.24,0.0
20230708:1910,0.0,0.0,0.0,24.23,0.9,0.0
20230708:2010,0.0,0.0,0.0,24.04,0.41,0.0
20230708:2110,0.0,0.0,0.0,23.39,0.28,0.0
20230708:2210,0.0,0.0,0.0,22.85,0.62,0.0
20230708:2310,0.0,0.0,0.0,21.49,0.9,0.0
20230709:0010,0.0,0.0,0.0,20.09,1.17,0.0
20230709:0110,0.0,0.0,0.0,19.05,1.31,0.0
20230709:0210,0.0,0.0,0.0,18.35,1.45,0.0
20230709:0310,0.0,0.0,0.0,17.68,1.52,0.0
20230709:0410,5.84,17.32,4.01,17.17,1.52,0.0
20230709:0510,89.67,148.03,14.25,18.16,1.1,0.0
20230709:0610,274.14,366.16,25.03,22.39,0.69,0.0
20230709:0710,449.73,592.36,36.06,24.93,0.55,0.0
20230709:0810,576.64,781.24,47.02,26.61,0.41,0.0
20230709:0910,668.68,928.64,57.38,27.99,0.62,0.0
20230709:1010,710.47,999.74,65.92,29.18,0.83,0.0
20230709:1110,706.74,994.08,69.89,30.16,1.03,0.0
20230709:1210,670.15,932.92,66.72,30.89,1.24,0.0
20230709:1310,589.9,805.27,58.55,31.3,1.52,0.0
20230709:1410,466.15,626.52,48.32,31.34,1.86,0.0
20230709:1510,295.76,411.0,37.4,30.95,2.0,0.0
20230709:1610,105.52,186.2,26.36,30.18,1.72,0.0
20230709:1710,41.44,69.26,15.53,28.89,1.45,0.0
20230709:1810,11.33,26.84,5.22,26.96,1.03,0.0
20230709:1910,0.0,0.0,0.0,26.96,0.48,0.0
20230709:2010,0.0,0.0,0.0,25.83,0.28,0.0
20230709:2110,0.0,0.0,0.0,24.68,0.69,0.0
20230709:2210,0.0,0.0,0.0,23.27,0.97,0.0
20230709:2310,0.0,0.0,0.0,22.24,1.03,0.0
20230710:0010,0.0,0.0,0.0,21.41,1.1,0.0
20230710:0110,0.0,0.0,0.0,20.55,1.24,0.0
20230710:0210,0.0,0.0,0.0,19.72,1.31,0.0
20230710:0310,0.0,0.0,0.0,18.96,1.38,0.0
20230710:0410,6.32,18.18,3.9,18.34,1.45,0.0
20230710:0510,88.71,147.92,14.15,18.99,1.17,0.0
20230710:0610,270.81,363.0,24.93,22.99,0.62,0.0
20230710:0710,443.76,587.99,35.96,25.55,0.34,0.0
20230710:0810,567.7,771.17,46.92,27.38,0.41,0.0
20230710:0910,659.21,916.58,57.27,28.88,0.69,0.0
20230710:1010,705.7,993.49,65.8,30.08,0.97,0.0
20230710:1110,695.43,977.63,69.77,31.01,1.17,0.0
20230710:1210,662.73,922.65,66.63,31.66,1.38,0.0
20230710:1310,585.0,801.3,58.48,32.04,1.52,0.0
20230710:1410,461.51,624.17,48.27,32.14,1.66,0.0
20230710:1510,292.23,408.14,37.35,31.84,1.79,0.0
20230710:1610,107.06,187.47,26.31,31.02,1.93,0.0
20230710:1710,43.95,72.73,15.48,29.48,1.79,0.0
20230710:1810,10.75,25.97,5.16,27.47,1.52,0.0
20230710:1910,0.0,0.0,0.0,25.41,1.1,0.0
20230710:2010,0.0,0.0,0.0,24.7,0.83,0.0
20230710:2110,0.0,0.0,0.0,24.57,0.62,0.0
20230710:2210,0.0,0.0,0.0,24.17,0.55,0.0
20230710:2310,0.0,0.0,0.0,23.51,0.69,0.0
20230711:0010,0.0,0.0,0.0,22.99,0.76,0.0
20230711:0110,0.0,0.0,0.0,22.01,0.97,0.0
20230711:0210,0.0,0.0,0.0,21.29,1.03,0.0
20230711:0310,0.0,0.0,0.0,20.72,1.17,0.0
20230711:0410,5.21,16.45,3.79,20.28,1.24,0.0
20230711:0510,87.6,147.52,14.04,20.75,1.03,0.0
20230711:0610,271.02,365.86,24.82,24.22,0.55,0.0
20230711:0710,447.74,596.93,35.86,26.16,0.21,0.0
20230711:0810,576.36,780.38,46.81,27.85,0.76,0.0
20230711:0910,668.41,922.4,57.15,29.0,1.1,0.0
20230711:1010,720.88,1004.72,65.67,29.88,1.45,0.0
20230711:1110,697.73,966.11,69.64,30.63,1.79,0.0
20230711:1210,683.33,938.58,66.53,31.04,2.07,0.0
20230711:1310,594.3,801.95,58.41,31.21,2.28,0.0
20230711:1410,468.33,624.84,48.22,31.03,2.41,0.0
20230711:1510,297.17,410.71,37.3,30.58,2.41,0.0
20230711:1610,106.81,187.46,26.26,29.62,2.28,0.0
20230711:1710,41.59,69.26,15.42,28.31,1.79,0.0
20230711:1810,10.8,25.97,5.09,26.58,1.17,0.0
20230711:1910,0.0,0.0,0.0,24.86,0.83,0.0
20230711:2010,0.0,0.0,0.0,23.82,0.97,0.0
20230711:2110,0.0,0.0,0.0,23.32,0.97,0.0
20230711:2210,0.0,0.0,0.0,22.42,1.1,0.0
20230711:2310,0.0,0.0,0.0,21.38,1.31,0.0
20230712:0010,0.0,0.0,0.0,21.33,1.17,0.0
20230712:0110,0.0,0.0,0.0,22.9,0.83,0.0
20230712:0210,0.0,0.0,0.0,22.25,0.97,0.0
20230712:0310,0.0,0.0,0.0,20.62,1.17,0.0
20230712:0410,4.24,14.72,3.67,19.82,1.31,0.0
20230712:0510,83.51,134.17,13.93,19.84,1.31,0.0
20230712:0610,253.42,339.2,24.71,23.3,0.83,0.0
20230712:0710,434.49,563.22,35.75,25.25,1.86,0.0
20230712:0810,565.42,749.26,46.7,27.12,1.66,0.0
20230712:0910,661.97,897.75,57.03,28.69,1.79,0.0
20230712:1010,721.76,985.46,65.54,29.75,2.41,0.0
20230712:1110,731.01,996.14,69.5,30.52,2.9,0.0
20230712:1210,669.7,901.06,66.42,30.96,3.31,0.0
20230712:1310,522.42,692.41,58.33,30.96,3.45,0.0
20230712:1410,462.5,609.77,48.15,30.42,3.38,0.0
20230712:1510,288.57,392.83,37.24,29.66,3.24,0.0
20230712:1610,117.72,193.49,26.2,28.76,2.9,0.0
20230712:1710,54.41,85.71,15.36,27.67,2.28,0.0
20230712:1810,11.39,26.84,5.02,26.19,1.79,0.0
20230712:1910,0.0,0.0,0.0,24.51,1.72,0.0
20230712:2010,0.0,0.0,0.0,23.03,1.72,0.0
20230712:2110,0.0,0.0,0.0,21.75,1.66,0.0
20230712:2210,0.0,0.0,0.0,21.04,1.86,0.0
20230712:2310,0.0,0.0,0.0,20.48,1.93,0.0
20230713:0010,0.0,0.0,0.0,20.08,1.93,0.0
20230713:0110,0.0,0.0,0.0,19.92,1.86,0.0
20230713:0210,0.0,0.0,0.0,19.78,1.93,0.0
20230713:0310,0.0,0.0,0.0,19.42,2.14,0.0
20230713:0410,5.75,17.32,3.55,19.46,2.28,0.0
20230713:0510,81.08,128.72,13.81,20.65,2.28,0.0
20230713:0610,238.93,317.63,24.6,23.93,2.41,0.0
20230713:0710,402.5,521.06,35.64,25.97,2.34,0.0
20230713:0810,558.2,726.31,46.59,27.61,3.38,0.0
20230713:0910,595.95,782.11,56.91,28.5,3.72,0.0
20230713:1010,637.79,844.85,65.4,29.35,3.86,0.0
20230713:1110,669.72,890.64,69.36,29.58,3.93,0.0
20230713:1210,162.4,222.12,66.31,29.71,4.07,0.0
20230713:1310,594.06,780.45,58.25,29.64,3.93,0.0
20230713:1410,468.11,612.55,48.09,29.43,3.72,0.0
20230713:1510,295.19,401.69,37.18,29.03,3.52,0.0
20230713:1610,112.2,189.35,26.14,28.04,3.1,0.0
20230713:1710,45.24,73.59,15.29,26.9,2.34,0.0
20230713:1810,10.3,25.11,4.94,25.63,1.59,0.0
20230713:1910,0.0,0.0,0.0,23.89,1.17,0.0
20230713:2010,0.0,0.0,0.0,22.5,0.97,0.0
20230713:2110,0.0,0.0,0.0,22.03,0.83,0.0
20230713:2210,0.0,0.0,0.0,22.1,0.69,0.0
20230713:2310,0.0,0.0,0.0,21.8,0.69,0.0
20230714:0010,0.0,0.0,0.0,20.97,0.83,0.0
20230714:0110,0.0,0.0,0.0,20.03,0.9,0.0
20230714:0210,0.0,0.0,0.0,19.21,1.03,0.0
20230714:0310,0.0,0.0,0.0,18.41,1.17,0.0
20230714:0410,4.29,14.72,3.43,17.79,1.24,0.0
20230714:0510,84.94,142.02,13.7,18.5,0.9,0.0
20230714:0610,267.25,357.69,24.49,22.26,0.48,0.0
20230714:0710,439.58,581.01,35.53,24.3,0.07,0.0
20230714:0810,570.97,769.09,46.48,25.82,0.41,0.0
20230714:0910,665.95,911.4,56.79,27.16,0.97,0.0
20230714:1010,707.0,971.86,65.26,28.29,1.52,0.0
20230714:1110,687.81,940.0,69.21,29.14,1.93,0.0
20230714:1210,585.4,786.69,66.19,29.54,2.21,0.0
20230714:1310,522.05,695.12,58.16,29.62,2.28,0.0
20230714:1410,449.12,594.17,48.01,29.28,2.28,0.0
20230714:1510,294.73,403.83,37.11,28.86,2.14,0.0
20230714:1610,103.48,185.16,26.07,28.2,2.0,0.0
20230714:1710,41.13,68.4,15.22,27.35,1.66,0.0
20230714:1810,6.01,18.18,4.86,26.24,1.03,0.0
20230714:1910,0.0,0.0,0.0,24.36,0.9,0.0
20230714:2010,0.0,0.0,0.0,23.51,0.62,0.0
20230714:2110,0.0,0.0,0.0,23.13,0.28,0.0
20230714:2210,0.0,0.0,0.0,22.65,0.07,0.0
20230714:2310,0.0,0.0,0.0,22.23,0.34,0.0
20230715:0010,0.0,0.0,0.0,21.91,0.48,0.0
20230715:0110,0.0,0.0,0.0,21.56,0.62,0.0
20230715:0210,0.0,0.0,0.0,21.15,0.69,0.0
20230715:0310,0.0,0.0,0.0,20.63,0.76,0.0
20230715:0410,3.28,12.99,3.31,19.9,0.9,0.0
20230715:0510,84.63,141.01,13.58,19.86,0.83,0.0
20230715:0610,269.84,362.85,24.38,22.94,0.34,0.0
20230715:0710,448.01,591.44,35.42,24.09,0.14,0.0
20230715:0810,579.29,779.77,46.36,25.67,0.48,0.0
20230715:0910,664.22,907.16,56.66,27.38,1.1,0.0
20230715:1010,613.59,830.25,65.11,28.61,1.72,0.0
20230715:1110,706.45,968.86,69.06,29.46,2.0,0.0
20230715:1210,675.87,921.01,66.06,30.05,2.14,0.0
20230715:1310,595.72,800.96,58.06,30.36,2.21,0.0
20230715:1410,458.88,610.7,47.93,30.4,2.28,0.0
20230715:1510,296.72,408.8,37.04,30.03,2.28,0.0
20230715:1610,108.11,187.88,25.99,29.23,2.28,0.0
20230715:1710,41.01,68.4,15.14,28.02,2.0,0.0
20230715:1810,9.69,24.24,4.77,26.67,1.17,0.0
20230715:1910,0.0,0.0,0.0,25.04,0.62,0.0
20230715:2010,0.0,0.0,0.0,24.58,0.41,0.0
20230715:2110,0.0,0.0,0.0,23.88,0.55,0.0
20230715:2210,0.0,0.0,0.0,22.84,0.83,0.0
20230715:2310,0.0,0.0,0.0,22.04,0.9,0.0
20230716:0010,0.0,0.0,0.0,22.0,0.9,0.0
20230716:0110,0.0,0.0,0.0,21.28,0.97,0.0
20230716:0210,0.0,0.0,0.0,20.16,1.24,0.0
20230716:0310,0.0,0.0,0.0,19.56,1.31,0.0
20230716:0410,2.4,11.26,3.18,19.08,1.38,0.0
20230716:0510,84.19,140.0,13.46,19.6,1.17,0.0
20230716:0610,264.11,354.68,24.26,23.18,0.55,0.0
20230716:0710,435.59,579.15,35.3,26.15,0.28,0.0
20230716:0810,563.38,767.14,46.24,28.17,0.48,0.0
20230716:0910,657.9,913.34,56.53,29.81,0.97,0.0
20230716:1010,714.95,1003.04,64.96,31.17,1.45,0.0
20230716:1110,727.72,1015.31,68.9,32.06,2.07,0.0
20230716:1210,683.51,943.26,65.93,32.48,2.28,0.0
20230716:1310,592.96,806.12,57.96,32.6,2.28,0.0
20230716:1410,465.31,625.75,47.85,32.5,2.34,0.0
20230716:1510,293.6,407.84,36.96,32.04,2.41,0.0
20230716:1610,108.72,189.19,25.91,31.08,2.21,0.0
20230716:1710,41.25,69.26,15.05,29.77,1.45,0.0
20230716:1810,9.61,24.24,4.68,28.12,1.1,0.0
20230716:1910,0.0,0.0,0.0,26.78,0.69,0.0
20230716:2010,0.0,0.0,0.0,26.18,0.48,0.0
20230716:2110,0.0,0.0,0.0,25.22,0.76,0.0
20230716:2210,0.0,0.0,0.0,24.09,0.97,0.0
20230716:2310,0.0,0.0,0.0,22.67,1.17,0.0
20230717:0010,0.0,0.0,0.0,22.12,1.17,0.0
20230717:0110,0.0,0.0,0.0,21.48,1.31,0.0
20230717:0210,0.0,0.0,0.0,21.09,1.31,0.0
20230717:0310,0.0,0.0,0.0,21.44,1.24,0.0
20230717:0410,1.52,9.52,3.04,21.9,1.17,0.0
20230717:0510,79.89,131.94,13.33,22.21,1.1,0.0
20230717:0610,252.93,340.98,24.14,24.14,0.55,0.0
20230717:0710,426.65,571.32,35.18,27.23,0.14,0.0
20230717:0810,554.99,761.71,46.12,29.27,0.34,0.0
20230717:0910,643.96,908.08,56.39,31.12,0.55,0.0
20230717:1010,702.61,998.19,64.81,32.56,1.17,0.0
20230717:1110,713.16,1009.71,68.73,33.53,1.66,0.0
20230717:1210,671.05,938.0,65.79,34.22,2.0,0.0
20230717:1310,581.06,799.15,57.85,34.57,2.14,0.0
20230717:1410,458.04,623.42,47.76,34.62,2.21,0.0
20230717:1510,288.53,405.41,36.88,34.25,2.21,0.0
20230717:1610,112.38,192.5,25.83,33.37,1.93,0.0
20230717:1710,47.28,77.92,14.96,31.82,1.24,0.0
20230717:1810,9.49,24.24,4.58,30.23,1.17,0.0
20230717:1910,0.0,0.0,0.0,27.37,1.1,0.0
20230717:2010,0.0,0.0,0.0,27.75,0.55,0.0
20230717:2110,0.0,0.0,0.0,26.87,0.48,0.0
20230717:2210,0.0,0.0,0.0,26.09,0.62,0.0
20230717:2310,0.0,0.0,0.0,25.07,0.9,0.0
20230718:0010,0.0,0.0,0.0,24.57,0.97,0.0
20230718:0110,0.0,0.0,0.0,24.17,1.03,0.0
20230718:0210,0.0,0.0,0.0,23.51,1.1,0.0
20230718:0310,0.0,0.0,0.0,22.99,1.17,0.0
20230718:0410,1.12,8.66,2.91,22.56,1.24,0.0
